,Flow Card?,Bags Checked,Meal Type,Date,Flight Number,From,To,Class,Price
2627,Yes,3,Vegetarian,2024-11-16,PA004,Perth,London,Economy,1050.0
2628,Yes,2,Vegetarian,2024-04-06,PA012,Tokyo,Perth,First Class,235.0
2629,Yes,0,Vegan,2024-06-07,PA008,Perth,New York,Economy,2740.0
2631,Yes,2,Vegan,2024-04-01,PA005,London,Tokyo,Business Class,552.0
2633,Yes,3,Vegan,2024-12-17,PA011,Perth,Tokyo,First Class,208.0
2634,Yes,3,Vegan,2024-06-10,PA006,Tokyo,London,Premium Economy,1147.5
2636,Yes,0,None,2024-01-26,PA008,Perth,New York,Economy,2610.0
2637,Yes,1,None,2024-01-17,PA012,Tokyo,Perth,Business Class,805.1999999999998
2638,Yes,0,None,2024-03-04,PA001,London,New York,Business Class,697.1999999999999
2640,Yes,3,Vegan,2024-08-08,PA011,Perth,Tokyo,First Class,582.0
2641,Yes,3,Nut Free,2024-07-20,PA001,London,New York,Economy,2885.0
2642,Yes,3,Nut Free,2024-06-17,PA008,Perth,New York,Premium Economy,1185.0
2647,Yes,3,Dairy Free,2024-01-21,PA009,New York,Tokyo,Business Class,411.6
2649,Yes,1,Egg Free,2024-03-01,PA004,Perth,London,First Class,493.0
2652,Yes,0,Egg Free,2024-05-12,PA005,London,Tokyo,Premium Economy,1030.0
2655,Yes,1,None,2024-12-25,PA007,New York,Perth,Business Class,386.4
2656,Yes,3,Dairy Free,2024-04-17,PA007,New York,Perth,Business Class,355.2
2658,Yes,1,Vegan,2024-01-17,PA005,London,Tokyo,Business Class,537.6
2659,Yes,3,None,2024-04-05,PA011,Perth,Tokyo,Business Class,763.1999999999998
2660,Yes,1,Dairy Free,2024-07-03,PA004,Perth,London,Business Class,550.8
2662,Yes,1,Egg Free,2024-04-25,PA007,New York,Perth,Business Class,482.4
2665,Yes,2,Vegan,2024-10-24,PA011,Perth,Tokyo,Business Class,712.8
2666,Yes,1,Egg Free,2024-01-31,PA012,Tokyo,Perth,First Class,397.0
2667,Yes,2,Vegan,2024-02-19,PA009,New York,Tokyo,Economy,2385.0
2669,Yes,2,Vegetarian,2024-10-30,PA001,London,New York,First Class,287.0
2670,Yes,1,Nut Free,2024-01-14,PA010,Tokyo,New York,Business Class,636.0
2672,Yes,2,Nut Free,2024-02-24,PA006,Tokyo,London,Premium Economy,1132.5
2674,Yes,3,Nut Free,2024-08-14,PA002,New York,London,First Class,429.0
2676,Yes,2,Vegan,2024-10-15,PA012,Tokyo,Perth,Business Class,273.6
2678,Yes,3,Dairy Free,2024-08-19,PA008,Perth,New York,Economy,1985.0
2679,Yes,0,Egg Free,2024-10-04,PA006,Tokyo,London,Business Class,357.6
2680,Yes,3,None,2024-05-23,PA010,Tokyo,New York,Business Class,492.0
2681,Yes,0,Nut Free,2024-07-04,PA007,New York,Perth,Premium Economy,1750.0
2683,Yes,0,Nut Free,2024-01-31,PA004,Perth,London,Economy,2845.0
2685,Yes,2,Vegan,2024-10-06,PA001,London,New York,Business Class,776.4
2686,Yes,2,Egg Free,2024-11-15,PA012,Tokyo,Perth,Business Class,456.0
2690,Yes,0,Vegan,2024-09-17,PA005,London,Tokyo,Economy,2995.0
2692,Yes,2,Dairy Free,2024-01-03,PA008,Perth,New York,Business Class,558.0
2695,Yes,3,Vegan,2024-10-23,PA003,London,Perth,Business Class,406.8
2697,Yes,2,Egg Free,2024-10-30,PA008,Perth,New York,Economy,2310.0
2699,Yes,2,Vegetarian,2024-07-05,PA001,London,New York,Premium Economy,835.0
2703,Yes,1,Vegan,2024-12-02,PA004,Perth,London,Business Class,482.4
2705,Yes,1,None,2024-02-22,PA012,Tokyo,Perth,First Class,231.0
2707,Yes,0,Vegetarian,2024-12-07,PA010,Tokyo,New York,Business Class,548.4
2708,Yes,3,Vegetarian,2024-10-29,PA004,Perth,London,Premium Economy,905.0
2712,Yes,3,Vegetarian,2024-11-20,PA006,Tokyo,London,First Class,627.0
2714,Yes,0,Vegetarian,2024-06-01,PA011,Perth,Tokyo,Business Class,532.8
2717,Yes,2,Vegan,2024-07-23,PA001,London,New York,First Class,418.0
2723,Yes,2,None,2024-03-07,PA002,New York,London,First Class,632.0
2724,Yes,0,Vegetarian,2024-07-25,PA008,Perth,New York,Business Class,766.7999999999998
2727,Yes,3,Vegan,2024-05-14,PA011,Perth,Tokyo,First Class,503.0
2728,Yes,3,None,2024-04-08,PA006,Tokyo,London,Premium Economy,782.5
2732,Yes,2,Egg Free,2024-06-06,PA007,New York,Perth,Premium Economy,1565.0
2733,Yes,2,Vegan,2024-12-25,PA003,London,Perth,Premium Economy,1225.0
2736,Yes,1,None,2024-08-19,PA007,New York,Perth,Economy,3105.0
2737,Yes,3,Vegan,2024-10-06,PA008,Perth,New York,Premium Economy,1632.5
2738,Yes,0,Nut Free,2024-02-28,PA011,Perth,Tokyo,Business Class,626.4
2740,Yes,3,Dairy Free,2024-09-28,PA002,New York,London,First Class,521.0
2742,Yes,0,Vegetarian,2024-02-16,PA010,Tokyo,New York,Business Class,259.2
2743,Yes,2,Dairy Free,2024-07-09,PA006,Tokyo,London,First Class,365.0
2744,Yes,2,Dairy Free,2024-12-14,PA011,Perth,Tokyo,Premium Economy,1027.5
2746,Yes,3,Nut Free,2024-05-09,PA012,Tokyo,Perth,Economy,2225.0
2747,Yes,0,Nut Free,2024-11-12,PA003,London,Perth,Premium Economy,1392.5
2748,Yes,0,Egg Free,2024-02-12,PA006,Tokyo,London,Premium Economy,1075.0
2750,Yes,1,Vegetarian,2024-05-11,PA003,London,Perth,Economy,2000.0
2751,Yes,3,Nut Free,2024-03-21,PA011,Perth,Tokyo,Economy,1465.0
2752,Yes,1,Dairy Free,2024-08-27,PA003,London,Perth,First Class,422.0
2757,Yes,0,None,2024-03-18,PA002,New York,London,Business Class,409.2
2761,Yes,0,Dairy Free,2024-12-01,PA004,Perth,London,Premium Economy,1580.0
2763,Yes,0,Dairy Free,2024-12-16,PA004,Perth,London,Economy,2770.0
2766,Yes,1,Vegetarian,2024-04-19,PA011,Perth,Tokyo,First Class,484.0
2767,Yes,0,Nut Free,2024-12-25,PA006,Tokyo,London,Economy,3350.0
2768,Yes,3,Vegetarian,2024-10-12,PA008,Perth,New York,First Class,604.0
2769,Yes,2,None,2024-09-07,PA010,Tokyo,New York,First Class,697.0
2772,Yes,0,Nut Free,2024-10-02,PA004,Perth,London,Economy,2420.0
2773,Yes,0,Dairy Free,2024-05-22,PA009,New York,Tokyo,First Class,693.0
2775,Yes,2,Dairy Free,2024-11-03,PA008,Perth,New York,Economy,2000.0
2777,Yes,1,Dairy Free,2024-08-08,PA002,New York,London,First Class,548.0
2779,Yes,1,None,2024-10-17,PA007,New York,Perth,Premium Economy,715.0
2780,Yes,2,Nut Free,2024-12-04,PA004,Perth,London,Business Class,442.8
2781,Yes,3,None,2024-09-04,PA009,New York,Tokyo,Business Class,642.0
2782,Yes,1,None,2024-04-09,PA005,London,Tokyo,Economy,1350.0
2783,Yes,1,Dairy Free,2024-04-29,PA011,Perth,Tokyo,Economy,2785.0
2785,Yes,3,Dairy Free,2024-08-12,PA008,Perth,New York,First Class,310.0
2787,Yes,1,Vegetarian,2024-05-23,PA011,Perth,Tokyo,Business Class,302.4
2790,Yes,0,None,2024-08-04,PA010,Tokyo,New York,Economy,3390.0
2793,Yes,3,Dairy Free,2024-08-21,PA004,Perth,London,Premium Economy,1317.5
2794,Yes,0,Dairy Free,2024-04-25,PA011,Perth,Tokyo,Economy,2135.0
2795,Yes,2,Vegetarian,2024-03-11,PA007,New York,Perth,Premium Economy,722.5
2796,Yes,0,Vegan,2024-10-14,PA007,New York,Perth,First Class,219.0
2797,Yes,1,Nut Free,2024-01-23,PA002,New York,London,Business Class,409.2
2799,Yes,3,Egg Free,2024-05-25,PA002,New York,London,Premium Economy,795.0
2801,Yes,1,Dairy Free,2024-07-15,PA002,New York,London,Premium Economy,892.5
2804,Yes,3,Vegetarian,2024-12-15,PA002,New York,London,Business Class,626.4
2805,Yes,2,Vegan,2024-11-28,PA008,Perth,New York,Business Class,740.4
2806,Yes,2,None,2024-12-07,PA006,Tokyo,London,First Class,214.0
2812,Yes,2,Egg Free,2024-08-10,PA005,London,Tokyo,Economy,2530.0
2813,Yes,0,Dairy Free,2024-12-01,PA010,Tokyo,New York,Premium Economy,942.5
2814,Yes,2,None,2024-08-26,PA009,New York,Tokyo,Economy,1150.0
2816,Yes,3,Egg Free,2024-12-02,PA005,London,Tokyo,First Class,651.0
2817,Yes,2,Dairy Free,2024-09-09,PA011,Perth,Tokyo,Premium Economy,847.5
2820,Yes,3,Egg Free,2024-07-02,PA001,London,New York,First Class,295.0
2825,Yes,0,None,2024-03-22,PA010,Tokyo,New York,Economy,1985.0
2826,Yes,2,Dairy Free,2024-08-26,PA006,Tokyo,London,First Class,399.0
2828,Yes,3,None,2024-03-01,PA005,London,Tokyo,Premium Economy,877.5
2829,Yes,2,Vegetarian,2024-01-08,PA007,New York,Perth,Premium Economy,1110.0
2831,Yes,3,Egg Free,2024-04-15,PA004,Perth,London,First Class,646.0
2833,Yes,1,Vegetarian,2024-08-10,PA004,Perth,London,Business Class,435.6
2835,Yes,0,Dairy Free,2024-05-25,PA002,New York,London,First Class,543.0
2836,Yes,1,None,2024-03-05,PA003,London,Perth,Premium Economy,1192.5
2840,Yes,3,Egg Free,2024-01-29,PA007,New York,Perth,Premium Economy,1122.5
2842,Yes,2,Nut Free,2024-10-18,PA009,New York,Tokyo,Economy,2295.0
2844,Yes,1,Nut Free,2024-12-12,PA010,Tokyo,New York,First Class,566.0
2848,Yes,3,Vegetarian,2024-06-26,PA006,Tokyo,London,Business Class,315.6
2849,Yes,1,Nut Free,2024-08-15,PA001,London,New York,Business Class,598.8
2856,Yes,3,Vegan,2024-08-21,PA001,London,New York,Business Class,249.6
2857,Yes,1,Vegan,2024-01-28,PA009,New York,Tokyo,Business Class,613.1999999999999
2858,Yes,1,None,2024-09-20,PA003,London,Perth,Premium Economy,920.0
2860,Yes,2,Egg Free,2024-04-16,PA010,Tokyo,New York,Business Class,280.8
2862,Yes,2,Vegan,2024-07-25,PA002,New York,London,First Class,296.0
2863,Yes,1,Egg Free,2024-12-17,PA010,Tokyo,New York,Premium Economy,1307.5
2864,Yes,2,Dairy Free,2024-09-02,PA011,Perth,Tokyo,Business Class,427.2
2865,Yes,2,None,2024-12-28,PA002,New York,London,First Class,295.0
2866,Yes,1,None,2024-07-31,PA002,New York,London,First Class,501.0
2868,Yes,0,None,2024-08-18,PA005,London,Tokyo,Business Class,338.4
2869,Yes,1,Vegan,2024-02-22,PA007,New York,Perth,Economy,2835.0
2870,Yes,2,Nut Free,2024-11-19,PA006,Tokyo,London,Business Class,330.0
2872,Yes,0,Vegetarian,2024-01-12,PA007,New York,Perth,Economy,2125.0
2873,Yes,0,Nut Free,2024-12-29,PA004,Perth,London,Business Class,550.8
2877,Yes,0,None,2024-02-04,PA001,London,New York,Business Class,828.0
2878,Yes,3,Vegetarian,2024-06-07,PA010,Tokyo,New York,Business Class,674.4
2880,Yes,0,Vegan,2024-05-19,PA002,New York,London,First Class,239.0
2882,Yes,0,Dairy Free,2024-01-09,PA012,Tokyo,Perth,Business Class,507.6
2883,Yes,0,Nut Free,2024-03-23,PA002,New York,London,Premium Economy,1625.0
2885,Yes,1,Nut Free,2024-01-20,PA002,New York,London,First Class,201.0
2886,Yes,2,Vegetarian,2024-02-23,PA009,New York,Tokyo,Premium Economy,622.5
2888,Yes,3,Nut Free,2024-09-25,PA011,Perth,Tokyo,First Class,457.0
2890,Yes,2,Vegan,2024-12-09,PA010,Tokyo,New York,Premium Economy,1142.5
2892,Yes,0,Nut Free,2024-01-14,PA004,Perth,London,Economy,1020.0
2893,Yes,1,Egg Free,2024-09-08,PA001,London,New York,First Class,427.0
2894,Yes,0,Vegetarian,2024-07-26,PA008,Perth,New York,Premium Economy,1410.0
2896,Yes,3,Vegan,2024-02-07,PA009,New York,Tokyo,Premium Economy,1397.5
2902,Yes,3,Egg Free,2024-07-15,PA006,Tokyo,London,First Class,531.0
2903,Yes,3,None,2024-01-31,PA010,Tokyo,New York,First Class,387.0
2904,Yes,3,Nut Free,2024-06-12,PA006,Tokyo,London,Business Class,525.6
2906,Yes,3,Nut Free,2024-03-07,PA009,New York,Tokyo,Business Class,612.0
2907,Yes,3,Egg Free,2024-03-08,PA004,Perth,London,First Class,524.0
2909,Yes,0,None,2024-03-26,PA011,Perth,Tokyo,First Class,529.0
2910,Yes,0,Nut Free,2024-02-07,PA002,New York,London,Business Class,638.4
2913,Yes,3,Nut Free,2024-06-15,PA004,Perth,London,First Class,453.0
2916,Yes,3,Egg Free,2024-09-01,PA009,New York,Tokyo,First Class,247.0
2918,Yes,1,Vegan,2024-04-03,PA010,Tokyo,New York,Business Class,840.0
2925,Yes,1,None,2024-02-23,PA002,New York,London,Business Class,826.7999999999998
2933,Yes,0,Nut Free,2024-09-14,PA011,Perth,Tokyo,Premium Economy,1662.5
2939,Yes,1,Egg Free,2024-03-10,PA008,Perth,New York,Business Class,398.4
2942,Yes,0,Dairy Free,2024-03-04,PA010,Tokyo,New York,First Class,636.0
2945,Yes,3,Vegetarian,2024-10-14,PA006,Tokyo,London,Premium Economy,505.0
2947,Yes,3,Egg Free,2024-05-04,PA012,Tokyo,Perth,First Class,440.0
2948,Yes,1,Dairy Free,2024-07-22,PA005,London,Tokyo,Business Class,246.0
2950,Yes,1,Nut Free,2024-07-16,PA011,Perth,Tokyo,Business Class,649.1999999999999
2956,Yes,0,Vegetarian,2024-08-21,PA004,Perth,London,Economy,1675.0
2961,Yes,3,Dairy Free,2024-08-31,PA011,Perth,Tokyo,Economy,3465.0
2962,Yes,3,Vegetarian,2024-01-03,PA010,Tokyo,New York,Premium Economy,1490.0
2963,Yes,3,Dairy Free,2024-07-25,PA009,New York,Tokyo,First Class,272.0
2964,Yes,1,Dairy Free,2024-09-08,PA007,New York,Perth,Economy,1450.0
2966,Yes,3,Vegan,2024-01-08,PA012,Tokyo,Perth,Business Class,679.1999999999999
2967,Yes,2,None,2024-06-23,PA010,Tokyo,New York,Economy,3490.0
2968,Yes,0,Nut Free,2024-08-13,PA004,Perth,London,Business Class,585.6
2970,Yes,1,Vegetarian,2024-01-02,PA012,Tokyo,Perth,First Class,580.0
2971,Yes,1,Vegetarian,2024-01-09,PA008,Perth,New York,Premium Economy,527.5
2975,Yes,2,Dairy Free,2024-03-28,PA001,London,New York,Economy,1915.0
2978,Yes,1,Nut Free,2024-10-13,PA006,Tokyo,London,Business Class,609.6
2982,Yes,2,Dairy Free,2024-01-07,PA010,Tokyo,New York,First Class,467.0
2983,Yes,0,Vegan,2024-03-25,PA004,Perth,London,First Class,474.0
2987,Yes,3,Egg Free,2024-09-11,PA003,London,Perth,Business Class,595.1999999999999
2989,Yes,3,None,2024-05-26,PA002,New York,London,Premium Economy,575.0
2991,Yes,1,None,2024-04-19,PA003,London,Perth,Premium Economy,682.5
2993,Yes,2,Egg Free,2024-05-06,PA005,London,Tokyo,Premium Economy,1207.5
2995,Yes,1,Dairy Free,2024-12-06,PA006,Tokyo,London,First Class,292.0
3000,Yes,3,Nut Free,2024-07-08,PA005,London,Tokyo,Premium Economy,887.5
3002,Yes,2,Vegan,2024-01-20,PA008,Perth,New York,Business Class,724.7999999999998
3007,Yes,0,Egg Free,2024-04-12,PA009,New York,Tokyo,Premium Economy,1705.0
3008,Yes,1,None,2024-06-29,PA006,Tokyo,London,First Class,593.0
3010,Yes,0,Vegetarian,2024-02-27,PA007,New York,Perth,Economy,1665.0
3011,Yes,3,None,2024-03-13,PA012,Tokyo,Perth,Premium Economy,1297.5
3012,Yes,1,Vegan,2024-12-03,PA011,Perth,Tokyo,Economy,1540.0
3015,Yes,0,Vegan,2024-10-15,PA007,New York,Perth,Economy,2135.0
3016,Yes,3,Egg Free,2024-04-30,PA009,New York,Tokyo,Premium Economy,660.0
3017,Yes,2,Vegan,2024-05-30,PA001,London,New York,Economy,3425.0
3020,Yes,2,Nut Free,2024-08-04,PA011,Perth,Tokyo,Premium Economy,1107.5
3025,Yes,1,Nut Free,2024-09-10,PA003,London,Perth,First Class,653.0
3026,Yes,1,Vegetarian,2024-06-16,PA008,Perth,New York,Premium Economy,1525.0
3027,Yes,0,Egg Free,2024-01-26,PA001,London,New York,Economy,1770.0
3028,Yes,0,Nut Free,2024-09-12,PA004,Perth,London,First Class,457.0
3029,Yes,0,None,2024-07-24,PA004,Perth,London,Economy,3350.0
3030,Yes,2,Vegetarian,2024-10-17,PA003,London,Perth,First Class,351.0
3031,Yes,1,None,2024-09-18,PA012,Tokyo,Perth,Business Class,588.0
3032,Yes,1,Vegetarian,2024-11-10,PA008,Perth,New York,Premium Economy,515.0
3033,Yes,1,Dairy Free,2024-07-16,PA009,New York,Tokyo,Economy,2795.0
3035,Yes,2,Nut Free,2024-04-25,PA009,New York,Tokyo,Business Class,658.8
3037,Yes,2,Egg Free,2024-07-17,PA006,Tokyo,London,Business Class,447.6
3039,Yes,0,Dairy Free,2024-06-27,PA002,New York,London,Business Class,508.8
3040,Yes,2,Dairy Free,2024-01-05,PA007,New York,Perth,Premium Economy,1220.0
3042,Yes,1,Vegan,2024-05-03,PA006,Tokyo,London,First Class,414.0
3044,Yes,1,Egg Free,2024-05-09,PA001,London,New York,First Class,355.0
3048,Yes,0,Egg Free,2024-01-11,PA003,London,Perth,Economy,3410.0
3050,Yes,1,Vegetarian,2024-04-22,PA011,Perth,Tokyo,Premium Economy,1737.5
3054,Yes,3,Dairy Free,2024-06-07,PA007,New York,Perth,Business Class,319.2
3056,Yes,1,Nut Free,2024-02-28,PA006,Tokyo,London,Business Class,687.6
3059,Yes,2,Egg Free,2024-08-13,PA007,New York,Perth,First Class,525.0
3060,Yes,3,Dairy Free,2024-09-16,PA004,Perth,London,Business Class,807.6
3063,Yes,0,None,2024-10-24,PA009,New York,Tokyo,Economy,1375.0
3064,Yes,2,Egg Free,2024-06-10,PA006,Tokyo,London,Economy,2095.0
3066,Yes,1,Nut Free,2024-11-22,PA008,Perth,New York,Business Class,577.1999999999999
3070,Yes,2,Vegetarian,2024-12-21,PA007,New York,Perth,Business Class,446.4
3072,Yes,3,Nut Free,2024-06-15,PA003,London,Perth,Premium Economy,935.0
3073,Yes,3,Vegetarian,2024-10-09,PA011,Perth,Tokyo,First Class,451.0
3082,Yes,0,Egg Free,2024-05-21,PA010,Tokyo,New York,Business Class,435.6
3083,Yes,1,None,2024-06-19,PA003,London,Perth,Premium Economy,692.5
3084,Yes,1,Vegan,2024-08-14,PA009,New York,Tokyo,Premium Economy,1565.0
3085,Yes,3,Nut Free,2024-09-30,PA004,Perth,London,Economy,2760.0
3086,Yes,3,Vegan,2024-04-16,PA011,Perth,Tokyo,Economy,2995.0
3090,Yes,0,Nut Free,2024-09-01,PA007,New York,Perth,First Class,206.0
3093,Yes,3,Egg Free,2024-08-18,PA004,Perth,London,Economy,2195.0
3094,Yes,3,Nut Free,2024-11-10,PA011,Perth,Tokyo,Premium Economy,1707.5
3095,Yes,2,Dairy Free,2024-11-24,PA001,London,New York,First Class,534.0
3099,Yes,0,Nut Free,2024-01-23,PA003,London,Perth,Economy,3225.0
3104,Yes,3,Nut Free,2024-02-16,PA002,New York,London,Economy,2075.0
3108,Yes,3,Nut Free,2024-05-01,PA006,Tokyo,London,Business Class,510.0
3110,Yes,0,Egg Free,2024-04-03,PA007,New York,Perth,Business Class,829.1999999999998
3113,Yes,0,Egg Free,2024-04-21,PA003,London,Perth,First Class,215.0
3114,Yes,2,Vegetarian,2024-04-04,PA008,Perth,New York,Business Class,837.6
3115,Yes,0,Dairy Free,2024-11-19,PA005,London,Tokyo,Business Class,432.0
3119,Yes,3,None,2024-07-29,PA004,Perth,London,Economy,2700.0
3123,Yes,0,Vegetarian,2024-01-18,PA009,New York,Tokyo,First Class,301.0
3125,Yes,3,Egg Free,2024-11-12,PA008,Perth,New York,Business Class,627.6
3128,Yes,1,Vegan,2024-11-11,PA008,Perth,New York,Premium Economy,590.0
3129,Yes,0,Egg Free,2024-05-30,PA008,Perth,New York,Premium Economy,547.5
3130,Yes,2,Vegetarian,2024-03-31,PA008,Perth,New York,Premium Economy,1415.0
3132,Yes,1,Dairy Free,2024-08-02,PA002,New York,London,Premium Economy,510.0
3133,Yes,0,None,2024-07-18,PA010,Tokyo,New York,Premium Economy,1672.5
3136,Yes,0,Dairy Free,2024-05-10,PA002,New York,London,Premium Economy,832.5
3141,Yes,0,Nut Free,2024-10-13,PA003,London,Perth,Business Class,300.0
3144,Yes,2,Vegan,2024-11-13,PA006,Tokyo,London,Business Class,385.2
3145,Yes,3,Vegetarian,2024-05-07,PA007,New York,Perth,Business Class,520.8
3146,Yes,0,Dairy Free,2024-05-11,PA011,Perth,Tokyo,First Class,417.0
3148,Yes,3,Egg Free,2024-05-14,PA006,Tokyo,London,Premium Economy,720.0
3149,Yes,1,Nut Free,2024-10-31,PA008,Perth,New York,First Class,215.0
3150,Yes,3,Vegan,2024-07-15,PA004,Perth,London,First Class,344.0
3152,Yes,2,Nut Free,2024-09-10,PA002,New York,London,Economy,2825.0
3153,Yes,1,Nut Free,2024-07-10,PA004,Perth,London,Premium Economy,1230.0
3157,Yes,3,Nut Free,2024-12-22,PA010,Tokyo,New York,Premium Economy,1710.0
3158,Yes,2,Vegetarian,2024-08-31,PA008,Perth,New York,Economy,1975.0
3159,Yes,1,Nut Free,2024-06-07,PA008,Perth,New York,Business Class,672.0
3160,Yes,3,Dairy Free,2024-09-05,PA002,New York,London,Premium Economy,1507.5
3161,Yes,1,Egg Free,2024-11-06,PA005,London,Tokyo,Premium Economy,1380.0
3163,Yes,3,Vegan,2024-12-06,PA005,London,Tokyo,First Class,213.0
3168,Yes,0,Vegetarian,2024-10-02,PA001,London,New York,Premium Economy,1687.5
3170,Yes,0,Nut Free,2024-03-07,PA006,Tokyo,London,Premium Economy,735.0
3172,Yes,1,Nut Free,2024-03-24,PA010,Tokyo,New York,Premium Economy,1385.0
3173,Yes,2,Dairy Free,2024-06-23,PA008,Perth,New York,Premium Economy,1180.0
3175,Yes,3,Dairy Free,2024-10-03,PA004,Perth,London,First Class,320.0
3178,Yes,1,None,2024-02-23,PA003,London,Perth,Business Class,270.0
3179,Yes,3,Nut Free,2024-05-06,PA011,Perth,Tokyo,First Class,425.0
3180,Yes,0,Vegan,2024-10-09,PA007,New York,Perth,First Class,205.0
3181,Yes,2,None,2024-07-04,PA001,London,New York,Premium Economy,1612.5
3182,Yes,1,Dairy Free,2024-11-14,PA002,New York,London,Economy,3305.0
3183,Yes,2,Nut Free,2024-09-19,PA010,Tokyo,New York,Business Class,531.6
3184,Yes,2,Egg Free,2024-06-19,PA012,Tokyo,Perth,Business Class,273.6
3187,Yes,2,Vegan,2024-05-28,PA003,London,Perth,Business Class,469.2
3188,Yes,3,Nut Free,2024-03-14,PA005,London,Tokyo,Business Class,332.4
3192,Yes,2,Egg Free,2024-08-25,PA006,Tokyo,London,Premium Economy,547.5
3194,Yes,2,Dairy Free,2024-01-08,PA011,Perth,Tokyo,Business Class,840.0
3195,Yes,3,None,2024-08-11,PA011,Perth,Tokyo,First Class,481.0
3197,Yes,0,Dairy Free,2024-01-23,PA001,London,New York,First Class,520.0
3198,Yes,3,Dairy Free,2024-04-08,PA010,Tokyo,New York,Business Class,511.2
3200,Yes,3,None,2024-03-21,PA004,Perth,London,First Class,332.0
3201,Yes,2,None,2024-05-03,PA005,London,Tokyo,Premium Economy,510.0
3205,Yes,0,Egg Free,2024-06-20,PA002,New York,London,First Class,420.0
3206,Yes,2,Egg Free,2024-04-12,PA002,New York,London,Economy,2060.0
3207,Yes,3,Vegan,2024-05-01,PA008,Perth,New York,Premium Economy,727.5
3209,Yes,3,Nut Free,2024-01-22,PA011,Perth,Tokyo,Economy,2105.0
3210,Yes,1,Nut Free,2024-03-31,PA008,Perth,New York,Premium Economy,570.0
3211,Yes,0,Egg Free,2024-02-18,PA012,Tokyo,Perth,Business Class,555.6
3213,Yes,3,Vegan,2024-07-12,PA009,New York,Tokyo,Economy,1230.0
3216,Yes,3,Egg Free,2024-11-18,PA011,Perth,Tokyo,First Class,372.0
3217,Yes,0,None,2024-11-10,PA006,Tokyo,London,First Class,640.0
3219,Yes,3,Vegan,2024-03-13,PA011,Perth,Tokyo,Economy,3465.0
3220,Yes,3,Vegan,2024-09-03,PA003,London,Perth,Premium Economy,937.5
3221,Yes,3,Nut Free,2024-06-10,PA002,New York,London,First Class,246.0
3222,Yes,2,Dairy Free,2024-06-26,PA010,Tokyo,New York,Economy,2270.0
3223,Yes,0,Vegetarian,2024-09-25,PA005,London,Tokyo,First Class,561.0
3224,Yes,1,Dairy Free,2024-12-22,PA011,Perth,Tokyo,Premium Economy,1365.0
3225,Yes,3,Vegetarian,2024-08-01,PA012,Tokyo,Perth,Premium Economy,1122.5
3227,Yes,2,None,2024-11-05,PA011,Perth,Tokyo,Economy,2210.0
3232,Yes,1,Egg Free,2024-12-18,PA008,Perth,New York,Economy,1075.0
3236,Yes,2,None,2024-12-11,PA002,New York,London,First Class,216.0
3237,Yes,1,Vegan,2024-04-09,PA001,London,New York,Economy,3150.0
3247,Yes,3,Vegetarian,2024-01-12,PA006,Tokyo,London,Premium Economy,607.5
3248,Yes,1,Dairy Free,2024-06-01,PA009,New York,Tokyo,Business Class,374.4
3249,Yes,1,None,2024-04-08,PA001,London,New York,Business Class,742.7999999999998
3250,Yes,2,None,2024-05-02,PA002,New York,London,First Class,694.0
3251,Yes,3,Egg Free,2024-06-09,PA007,New York,Perth,Business Class,498.0
3256,Yes,0,None,2024-10-03,PA005,London,Tokyo,First Class,435.0
3259,Yes,0,Nut Free,2024-05-12,PA005,London,Tokyo,Economy,2025.0
3260,Yes,3,Egg Free,2024-07-23,PA009,New York,Tokyo,Premium Economy,957.5
3262,Yes,1,Nut Free,2024-07-30,PA006,Tokyo,London,Economy,1235.0
3268,Yes,3,Vegan,2024-04-19,PA007,New York,Perth,Economy,3385.0
3270,Yes,1,Vegan,2024-02-04,PA004,Perth,London,Business Class,440.4
3272,Yes,1,None,2024-11-04,PA010,Tokyo,New York,Business Class,324.0
3273,Yes,0,Dairy Free,2024-12-31,PA011,Perth,Tokyo,First Class,646.0
3274,Yes,0,Vegetarian,2024-04-08,PA007,New York,Perth,Business Class,366.0
3275,Yes,3,Dairy Free,2024-01-31,PA009,New York,Tokyo,First Class,536.0
3277,Yes,2,Vegetarian,2024-12-24,PA008,Perth,New York,First Class,407.0
3280,Yes,2,Nut Free,2024-11-12,PA002,New York,London,Premium Economy,822.5
3281,Yes,3,None,2024-12-18,PA005,London,Tokyo,Economy,2165.0
3282,Yes,1,Egg Free,2024-03-16,PA007,New York,Perth,Business Class,426.0
3284,Yes,3,Nut Free,2024-06-04,PA005,London,Tokyo,Premium Economy,1517.5
3288,Yes,2,Vegan,2024-10-20,PA004,Perth,London,Business Class,697.1999999999999
3289,Yes,3,Vegetarian,2024-02-14,PA007,New York,Perth,First Class,311.0
3291,Yes,3,Vegan,2024-12-24,PA004,Perth,London,Business Class,454.8
3293,Yes,3,Vegetarian,2024-06-10,PA009,New York,Tokyo,First Class,259.0
3294,Yes,2,Egg Free,2024-11-05,PA011,Perth,Tokyo,Business Class,606.0
3296,Yes,1,Dairy Free,2024-11-03,PA008,Perth,New York,Premium Economy,1257.5
3298,Yes,0,None,2024-07-15,PA003,London,Perth,Premium Economy,527.5
3299,Yes,2,Nut Free,2024-04-05,PA003,London,Perth,Economy,3165.0
3303,Yes,2,Vegan,2024-07-29,PA011,Perth,Tokyo,First Class,343.0
3304,Yes,2,Egg Free,2024-03-05,PA005,London,Tokyo,Business Class,654.0
