,Flow Card?,Bags Checked,Meal Type,Date,Flight Number,From,To,Class,Price
2788,No,3,Dairy Free,2024-09-21,PA005,London,Tokyo,Business Class,385.2
2789,No,0,None,2024-09-18,PA003,London,Perth,Economy,2535.0
2791,No,0,Nut Free,2024-07-15,PA011,Perth,Tokyo,Economy,1655.0
2792,No,1,Vegan,2024-05-12,PA002,New York,London,Premium Economy,1290.0
2798,No,1,Egg Free,2024-03-11,PA008,Perth,New York,Economy,1365.0
2800,No,1,Vegetarian,2024-03-08,PA012,Tokyo,Perth,First Class,525.0
2802,No,1,Egg Free,2024-03-05,PA011,Perth,Tokyo,First Class,490.0
2803,No,2,Vegan,2024-11-10,PA010,Tokyo,New York,Premium Economy,875.0
2807,No,1,Nut Free,2024-10-10,PA007,New York,Perth,Premium Economy,822.5
2808,No,1,Egg Free,2024-04-16,PA003,London,Perth,First Class,294.0
2809,No,2,Dairy Free,2024-12-17,PA009,New York,Tokyo,Business Class,327.6
2810,No,0,Dairy Free,2024-02-12,PA012,Tokyo,Perth,Premium Economy,715.0
2811,No,2,Egg Free,2024-09-24,PA009,New York,Tokyo,First Class,509.0
2815,No,3,Vegetarian,2024-10-24,PA005,London,Tokyo,First Class,306.0
2818,No,0,Vegan,2024-11-14,PA001,London,New York,First Class,259.0
2819,No,0,Vegan,2024-06-20,PA012,Tokyo,Perth,Economy,3395.0
2821,No,0,None,2024-10-16,PA010,Tokyo,New York,Economy,2385.0
2822,No,0,Nut Free,2024-11-05,PA007,New York,Perth,Premium Economy,515.0
2823,No,1,Nut Free,2024-09-10,PA001,London,New York,Premium Economy,890.0
2824,No,0,Dairy Free,2024-03-07,PA008,Perth,New York,First Class,242.0
2827,No,3,Dairy Free,2024-12-04,PA007,New York,Perth,Business Class,242.4
2830,No,3,Vegetarian,2024-07-18,PA007,New York,Perth,First Class,609.0
2832,No,2,Egg Free,2024-05-19,PA001,London,New York,First Class,399.0
2834,No,1,None,2024-01-04,PA012,Tokyo,Perth,Economy,1500.0
2837,No,2,None,2024-12-22,PA010,Tokyo,New York,First Class,219.0
2838,No,3,Vegetarian,2024-12-23,PA003,London,Perth,First Class,382.0
2839,No,3,Vegan,2024-07-28,PA003,London,Perth,Premium Economy,1585.0
2841,No,0,Vegetarian,2024-01-14,PA012,Tokyo,Perth,Premium Economy,1425.0
2843,No,1,Vegetarian,2024-01-27,PA001,London,New York,First Class,682.0
2845,No,2,None,2024-02-09,PA008,Perth,New York,Business Class,465.6
2846,No,3,Vegan,2024-01-19,PA007,New York,Perth,Business Class,606.0
2847,No,3,Dairy Free,2024-02-20,PA007,New York,Perth,First Class,337.0
2850,No,0,Vegan,2024-05-27,PA006,Tokyo,London,Economy,2425.0
2851,No,2,Nut Free,2024-04-13,PA011,Perth,Tokyo,Economy,1750.0
2852,No,0,Egg Free,2024-09-13,PA005,London,Tokyo,Business Class,240.0
2853,No,3,Dairy Free,2024-04-25,PA009,New York,Tokyo,Economy,2080.0
2854,No,1,Nut Free,2024-08-07,PA004,Perth,London,Premium Economy,1617.5
2855,No,0,Vegetarian,2024-07-31,PA009,New York,Tokyo,Economy,3115.0
2859,No,1,Nut Free,2024-07-13,PA010,Tokyo,New York,Economy,1125.0
2861,No,0,None,2024-05-14,PA007,New York,Perth,Business Class,781.1999999999998
2867,No,3,Dairy Free,2024-07-16,PA006,Tokyo,London,Premium Economy,1397.5
2871,No,3,Vegan,2024-03-19,PA008,Perth,New York,First Class,646.0
2874,No,3,Dairy Free,2024-05-11,PA011,Perth,Tokyo,Premium Economy,732.5
2875,No,3,Vegetarian,2024-11-21,PA010,Tokyo,New York,Economy,1015.0
2876,No,2,Nut Free,2024-08-26,PA010,Tokyo,New York,Business Class,369.6
2879,No,0,Dairy Free,2024-07-09,PA002,New York,London,Premium Economy,635.0
2881,No,3,None,2024-01-11,PA010,Tokyo,New York,First Class,226.0
2884,No,2,Vegetarian,2024-11-02,PA011,Perth,Tokyo,Business Class,315.6
2887,No,3,Dairy Free,2024-12-18,PA011,Perth,Tokyo,Premium Economy,1267.5
2889,No,3,None,2024-02-04,PA004,Perth,London,Economy,1900.0
2891,No,3,Dairy Free,2024-11-15,PA008,Perth,New York,First Class,533.0
2895,No,1,Dairy Free,2024-04-12,PA012,Tokyo,Perth,Business Class,672.0
2897,No,3,Egg Free,2024-01-10,PA005,London,Tokyo,Business Class,705.6
2898,No,2,Dairy Free,2024-03-14,PA002,New York,London,Business Class,247.2
2899,No,1,None,2024-08-25,PA004,Perth,London,Economy,1435.0
2900,No,1,Nut Free,2024-05-20,PA003,London,Perth,Economy,3215.0
2901,No,3,Egg Free,2024-05-08,PA001,London,New York,Economy,3325.0
2905,No,2,Egg Free,2024-08-16,PA011,Perth,Tokyo,Business Class,345.6
2908,No,2,Vegan,2024-02-19,PA006,Tokyo,London,Economy,3380.0
2911,No,0,Dairy Free,2024-04-26,PA004,Perth,London,Economy,1870.0
2912,No,0,Vegetarian,2024-08-30,PA009,New York,Tokyo,Premium Economy,1615.0
2914,No,3,Vegetarian,2024-03-20,PA003,London,Perth,First Class,523.0
2915,No,1,Nut Free,2024-11-04,PA012,Tokyo,Perth,Economy,3280.0
2917,No,3,Vegan,2024-01-11,PA010,Tokyo,New York,First Class,567.0
2919,No,2,Vegan,2024-05-16,PA007,New York,Perth,Economy,1780.0
2920,No,3,Vegetarian,2024-06-19,PA007,New York,Perth,Economy,2685.0
2921,No,1,None,2024-10-22,PA011,Perth,Tokyo,First Class,395.0
2922,No,3,Dairy Free,2024-03-29,PA008,Perth,New York,First Class,639.0
2923,No,2,Vegetarian,2024-02-12,PA011,Perth,Tokyo,Premium Economy,1615.0
2924,No,1,None,2024-04-29,PA011,Perth,Tokyo,Economy,2330.0
2926,No,1,None,2024-12-17,PA004,Perth,London,Premium Economy,1317.5
2927,No,3,None,2024-09-05,PA004,Perth,London,Premium Economy,1350.0
2928,No,1,Egg Free,2024-10-08,PA005,London,Tokyo,Business Class,772.7999999999998
2929,No,2,Egg Free,2024-01-09,PA006,Tokyo,London,Economy,2845.0
2930,No,2,Vegetarian,2024-01-29,PA002,New York,London,Economy,2280.0
2931,No,2,Vegetarian,2024-10-04,PA005,London,Tokyo,Premium Economy,1512.5
2932,No,1,Vegan,2024-10-03,PA002,New York,London,Premium Economy,785.0
2934,No,1,Vegan,2024-04-22,PA008,Perth,New York,First Class,398.0
2935,No,1,Egg Free,2024-09-06,PA001,London,New York,Economy,2830.0
2936,No,0,Dairy Free,2024-05-30,PA009,New York,Tokyo,Premium Economy,1550.0
2937,No,0,Dairy Free,2024-09-03,PA001,London,New York,Premium Economy,837.5
2938,No,2,Egg Free,2024-09-20,PA012,Tokyo,Perth,First Class,557.0
2940,No,3,Dairy Free,2024-12-24,PA010,Tokyo,New York,Premium Economy,1660.0
2941,No,1,Dairy Free,2024-06-11,PA005,London,Tokyo,First Class,300.0
2943,No,1,Vegetarian,2024-07-30,PA011,Perth,Tokyo,Premium Economy,1305.0
2944,No,3,None,2024-09-22,PA005,London,Tokyo,Premium Economy,627.5
2946,No,2,Vegetarian,2024-04-03,PA003,London,Perth,Premium Economy,605.0
2949,No,2,Egg Free,2024-05-27,PA005,London,Tokyo,First Class,608.0
2951,No,2,Egg Free,2024-12-21,PA009,New York,Tokyo,First Class,272.0
2952,No,3,Egg Free,2024-10-30,PA006,Tokyo,London,Economy,3195.0
2953,No,0,None,2024-12-20,PA007,New York,Perth,Premium Economy,1292.5
2954,No,1,Nut Free,2024-01-27,PA006,Tokyo,London,First Class,495.0
2955,No,3,Vegetarian,2024-04-04,PA007,New York,Perth,Business Class,253.2
2957,No,2,None,2024-01-15,PA003,London,Perth,Premium Economy,1617.5
2958,No,2,Egg Free,2024-12-12,PA005,London,Tokyo,Premium Economy,802.5
2959,No,0,Vegetarian,2024-03-02,PA009,New York,Tokyo,Economy,1910.0
2960,No,0,Egg Free,2024-10-08,PA010,Tokyo,New York,Business Class,405.6
2965,No,2,None,2024-04-19,PA006,Tokyo,London,Economy,3455.0
2969,No,3,Egg Free,2024-12-27,PA008,Perth,New York,Business Class,428.4
2972,No,3,Nut Free,2024-01-19,PA010,Tokyo,New York,First Class,252.0
2973,No,2,Egg Free,2024-02-20,PA007,New York,Perth,Economy,1280.0
2974,No,3,Nut Free,2024-03-31,PA007,New York,Perth,Economy,1100.0
2976,No,1,Vegan,2024-11-23,PA008,Perth,New York,Premium Economy,1370.0
2977,No,1,Egg Free,2024-05-04,PA012,Tokyo,Perth,First Class,587.0
2979,No,3,Nut Free,2024-11-05,PA007,New York,Perth,First Class,256.0
2980,No,1,Nut Free,2024-02-12,PA004,Perth,London,Economy,3175.0
2981,No,2,Vegan,2024-11-02,PA007,New York,Perth,Business Class,595.1999999999999
2984,No,1,Egg Free,2024-03-26,PA008,Perth,New York,First Class,523.0
2985,No,1,Nut Free,2024-12-25,PA003,London,Perth,First Class,674.0
2986,No,1,Vegan,2024-12-18,PA012,Tokyo,Perth,Business Class,552.0
2988,No,2,Dairy Free,2024-07-10,PA005,London,Tokyo,First Class,479.0
2990,No,3,Vegetarian,2024-04-06,PA002,New York,London,Premium Economy,587.5
2992,No,0,Vegetarian,2024-09-04,PA007,New York,Perth,Economy,3215.0
2994,No,2,None,2024-09-12,PA007,New York,Perth,Business Class,832.7999999999998
2996,No,1,Nut Free,2024-06-04,PA006,Tokyo,London,First Class,303.0
2997,No,2,Nut Free,2024-08-06,PA007,New York,Perth,Premium Economy,1072.5
2998,No,2,Vegetarian,2024-09-13,PA003,London,Perth,Business Class,700.8
2999,No,3,Egg Free,2024-11-24,PA009,New York,Tokyo,First Class,207.0
3001,No,3,Dairy Free,2024-01-11,PA011,Perth,Tokyo,Premium Economy,1570.0
3003,No,1,Vegetarian,2024-12-07,PA001,London,New York,Business Class,608.4
3004,No,0,Egg Free,2024-10-18,PA002,New York,London,First Class,594.0
3005,No,0,Vegan,2024-05-29,PA006,Tokyo,London,Premium Economy,880.0
3006,No,2,Egg Free,2024-06-17,PA004,Perth,London,First Class,621.0
3009,No,0,Egg Free,2024-08-25,PA010,Tokyo,New York,First Class,250.0
3013,No,3,Vegetarian,2024-07-13,PA003,London,Perth,Premium Economy,1072.5
3014,No,1,Vegetarian,2024-11-17,PA007,New York,Perth,Economy,2370.0
3018,No,1,Dairy Free,2024-04-25,PA010,Tokyo,New York,Business Class,758.4
3019,No,0,Vegetarian,2024-09-30,PA012,Tokyo,Perth,First Class,658.0
3021,No,3,None,2024-08-01,PA006,Tokyo,London,Business Class,746.4
3022,No,3,Vegetarian,2024-12-28,PA004,Perth,London,First Class,323.0
3023,No,1,Nut Free,2024-07-20,PA009,New York,Tokyo,First Class,302.0
3024,No,3,Vegan,2024-02-27,PA004,Perth,London,Business Class,594.0
3034,No,1,Nut Free,2024-12-21,PA005,London,Tokyo,First Class,233.0
3036,No,1,Nut Free,2024-11-04,PA004,Perth,London,Business Class,772.7999999999998
3038,No,2,Dairy Free,2024-01-24,PA003,London,Perth,Premium Economy,1552.5
3041,No,0,Egg Free,2024-12-11,PA012,Tokyo,Perth,Business Class,531.6
3043,No,1,Vegan,2024-02-03,PA008,Perth,New York,Premium Economy,1697.5
3045,No,0,None,2024-01-31,PA011,Perth,Tokyo,Premium Economy,1192.5
3046,No,3,Egg Free,2024-11-06,PA007,New York,Perth,Business Class,333.6
3047,No,1,Vegan,2024-03-03,PA006,Tokyo,London,Economy,1140.0
3049,No,2,Nut Free,2024-02-12,PA010,Tokyo,New York,Economy,2345.0
3051,No,3,None,2024-04-14,PA002,New York,London,Premium Economy,717.5
3052,No,2,None,2024-12-15,PA007,New York,Perth,Premium Economy,882.5
3053,No,2,Vegetarian,2024-10-10,PA006,Tokyo,London,Economy,1560.0
3055,No,0,Egg Free,2024-02-05,PA011,Perth,Tokyo,Economy,3075.0
3057,No,3,Dairy Free,2024-12-05,PA003,London,Perth,First Class,226.0
3058,No,1,Vegan,2024-10-26,PA001,London,New York,Premium Economy,1137.5
3061,No,1,Dairy Free,2024-02-17,PA001,London,New York,Economy,2230.0
3062,No,3,Egg Free,2024-10-08,PA003,London,Perth,Business Class,648.0
3065,No,3,Vegetarian,2024-07-05,PA010,Tokyo,New York,Business Class,639.6
3067,No,3,Vegan,2024-05-29,PA010,Tokyo,New York,Premium Economy,1745.0
3068,No,3,Egg Free,2024-02-27,PA005,London,Tokyo,Economy,2900.0
3069,No,3,Dairy Free,2024-05-04,PA004,Perth,London,Premium Economy,1277.5
3071,No,2,Nut Free,2024-11-08,PA008,Perth,New York,Business Class,348.0
3074,No,3,Dairy Free,2024-03-29,PA012,Tokyo,Perth,Economy,3400.0
3075,No,1,Egg Free,2024-06-26,PA001,London,New York,Premium Economy,610.0
3076,No,3,Egg Free,2024-11-22,PA008,Perth,New York,Business Class,787.1999999999998
3077,No,2,None,2024-04-12,PA002,New York,London,Premium Economy,1585.0
3078,No,1,Egg Free,2024-03-26,PA002,New York,London,Business Class,505.2
3079,No,1,Vegan,2024-07-02,PA011,Perth,Tokyo,First Class,507.0
3080,No,2,None,2024-06-22,PA007,New York,Perth,Business Class,446.4
3081,No,3,Vegan,2024-06-20,PA008,Perth,New York,Business Class,818.4
3087,No,0,Nut Free,2024-06-18,PA010,Tokyo,New York,Premium Economy,1630.0
3088,No,3,Vegan,2024-09-23,PA006,Tokyo,London,Business Class,451.2
3089,No,1,Nut Free,2024-11-18,PA003,London,Perth,First Class,244.0
3091,No,1,None,2024-01-26,PA010,Tokyo,New York,First Class,261.0
3092,No,3,None,2024-06-24,PA004,Perth,London,Economy,2305.0
3096,No,1,Vegan,2024-10-26,PA004,Perth,London,First Class,352.0
3097,No,3,Vegan,2024-11-26,PA006,Tokyo,London,Economy,3340.0
3098,No,2,Egg Free,2024-09-06,PA008,Perth,New York,Economy,2345.0
3100,No,2,Nut Free,2024-03-24,PA006,Tokyo,London,Premium Economy,605.0
3101,No,3,Vegetarian,2024-05-02,PA008,Perth,New York,Premium Economy,1210.0
3102,No,2,Egg Free,2024-09-14,PA008,Perth,New York,Premium Economy,1605.0
3103,No,2,Nut Free,2024-09-14,PA009,New York,Tokyo,Premium Economy,1055.0
3105,No,2,Vegan,2024-12-03,PA010,Tokyo,New York,First Class,428.0
3106,No,3,Nut Free,2024-07-04,PA001,London,New York,Economy,2700.0
3107,No,0,Nut Free,2024-05-31,PA002,New York,London,Economy,2745.0
3109,No,0,Nut Free,2024-12-15,PA011,Perth,Tokyo,Premium Economy,1600.0
3111,No,1,None,2024-01-10,PA001,London,New York,Premium Economy,1017.5
3112,No,1,Vegan,2024-02-02,PA006,Tokyo,London,Premium Economy,740.0
3116,No,2,Nut Free,2024-09-21,PA011,Perth,Tokyo,Economy,3285.0
3117,No,1,Nut Free,2024-06-21,PA007,New York,Perth,Economy,3075.0
3118,No,2,Vegetarian,2024-04-19,PA004,Perth,London,Economy,1795.0
3120,No,3,Vegetarian,2024-03-08,PA003,London,Perth,Business Class,753.6
3121,No,1,None,2024-03-24,PA007,New York,Perth,Business Class,328.8
3122,No,3,Dairy Free,2024-06-30,PA003,London,Perth,Business Class,763.1999999999998
3124,No,0,Dairy Free,2024-01-09,PA001,London,New York,Economy,2680.0
3126,No,3,Dairy Free,2024-07-16,PA002,New York,London,First Class,679.0
3127,No,3,None,2024-02-22,PA005,London,Tokyo,Business Class,633.6
3131,No,0,Egg Free,2024-12-02,PA007,New York,Perth,Business Class,603.6
3134,No,0,None,2024-12-22,PA006,Tokyo,London,Business Class,536.4
3135,No,0,Vegan,2024-11-07,PA004,Perth,London,First Class,585.0
3137,No,2,Dairy Free,2024-12-24,PA007,New York,Perth,Business Class,495.6
3138,No,2,Vegetarian,2024-12-23,PA008,Perth,New York,Economy,2105.0
3139,No,0,Vegetarian,2024-07-30,PA010,Tokyo,New York,Economy,1095.0
3140,No,0,Egg Free,2024-04-22,PA008,Perth,New York,Economy,3185.0
3142,No,2,Egg Free,2024-07-15,PA009,New York,Tokyo,Premium Economy,1075.0
3143,No,0,None,2024-12-25,PA011,Perth,Tokyo,Premium Economy,1002.5
3147,No,3,Vegan,2024-03-17,PA010,Tokyo,New York,Business Class,783.6
3151,No,2,None,2024-04-12,PA001,London,New York,Economy,1930.0
3154,No,3,Nut Free,2024-04-13,PA002,New York,London,Business Class,286.8
3155,No,1,Nut Free,2024-07-30,PA004,Perth,London,Premium Economy,1605.0
3156,No,2,Dairy Free,2024-12-24,PA012,Tokyo,Perth,Business Class,364.8
3162,No,2,Vegetarian,2024-04-15,PA008,Perth,New York,Business Class,538.8
3164,No,1,Dairy Free,2024-10-20,PA011,Perth,Tokyo,Premium Economy,725.0
3165,No,1,Egg Free,2024-08-29,PA001,London,New York,First Class,556.0
3166,No,2,Vegetarian,2024-03-22,PA008,Perth,New York,Business Class,348.0
3167,No,0,Egg Free,2024-01-21,PA011,Perth,Tokyo,First Class,204.0
3169,No,2,Vegetarian,2024-06-14,PA006,Tokyo,London,First Class,471.0
3171,No,3,Vegan,2024-04-02,PA009,New York,Tokyo,Economy,2430.0
3174,No,1,Egg Free,2024-02-04,PA003,London,Perth,First Class,355.0
3176,No,1,Nut Free,2024-10-25,PA011,Perth,Tokyo,Premium Economy,1365.0
3177,No,2,Vegan,2024-12-25,PA005,London,Tokyo,Business Class,654.0
3185,No,1,Vegetarian,2024-06-28,PA010,Tokyo,New York,First Class,590.0
3186,No,2,None,2024-04-15,PA007,New York,Perth,Premium Economy,790.0
3189,No,3,Vegan,2024-04-07,PA008,Perth,New York,Economy,3270.0
3190,No,2,Vegan,2024-08-01,PA012,Tokyo,Perth,First Class,361.0
3191,No,2,Nut Free,2024-03-22,PA003,London,Perth,First Class,432.0
3193,No,1,Egg Free,2024-12-17,PA002,New York,London,Economy,1180.0
3196,No,0,Dairy Free,2024-02-13,PA001,London,New York,Premium Economy,792.5
3199,No,0,Egg Free,2024-12-08,PA001,London,New York,First Class,236.0
3202,No,1,Vegetarian,2024-06-17,PA006,Tokyo,London,Business Class,625.1999999999999
3203,No,0,Vegetarian,2024-08-21,PA004,Perth,London,Premium Economy,727.5
3204,No,1,Vegetarian,2024-09-30,PA006,Tokyo,London,First Class,519.0
3208,No,1,Vegetarian,2024-06-14,PA010,Tokyo,New York,First Class,379.0
3212,No,0,Vegetarian,2024-08-09,PA001,London,New York,Premium Economy,1707.5
3214,No,3,None,2024-09-02,PA005,London,Tokyo,Business Class,294.0
3215,No,1,Egg Free,2024-11-19,PA003,London,Perth,Business Class,520.8
3218,No,0,Vegetarian,2024-11-24,PA009,New York,Tokyo,Business Class,549.6
3226,No,0,None,2024-09-25,PA007,New York,Perth,Premium Economy,1330.0
3228,No,1,Egg Free,2024-09-26,PA011,Perth,Tokyo,Business Class,490.8
3229,No,1,None,2024-09-07,PA006,Tokyo,London,Economy,1280.0
3230,No,3,Vegan,2024-06-05,PA002,New York,London,Business Class,552.0
3231,No,0,Dairy Free,2024-09-16,PA010,Tokyo,New York,Premium Economy,1480.0
3233,No,2,Vegetarian,2024-09-06,PA005,London,Tokyo,Premium Economy,782.5
3234,No,0,Vegetarian,2024-04-07,PA010,Tokyo,New York,Premium Economy,795.0
3235,No,3,Egg Free,2024-04-29,PA007,New York,Perth,Business Class,298.8
3238,No,2,Egg Free,2024-04-24,PA005,London,Tokyo,First Class,639.0
3239,No,1,Nut Free,2024-01-18,PA007,New York,Perth,First Class,575.0
3240,No,0,Vegetarian,2024-05-30,PA008,Perth,New York,First Class,296.0
3241,No,1,Vegan,2024-10-16,PA008,Perth,New York,Economy,1270.0
3242,No,3,Vegan,2024-04-22,PA007,New York,Perth,Premium Economy,1337.5
3243,No,0,Nut Free,2024-05-20,PA012,Tokyo,Perth,First Class,528.0
3244,No,0,Vegan,2024-11-08,PA003,London,Perth,First Class,560.0
3245,No,2,Egg Free,2024-09-29,PA006,Tokyo,London,First Class,561.0
3246,No,0,Vegan,2024-05-19,PA010,Tokyo,New York,Premium Economy,1052.5
3252,No,2,Egg Free,2024-11-20,PA010,Tokyo,New York,First Class,529.0
3253,No,2,Vegan,2024-02-12,PA001,London,New York,Business Class,258.0
3254,No,3,Vegetarian,2024-02-25,PA003,London,Perth,Business Class,834.0
3255,No,1,Nut Free,2024-08-15,PA002,New York,London,Premium Economy,1382.5
3257,No,1,None,2024-01-31,PA001,London,New York,Economy,2985.0
3258,No,1,Nut Free,2024-05-28,PA005,London,Tokyo,Business Class,801.6
3261,No,3,Vegetarian,2024-03-12,PA007,New York,Perth,Economy,2865.0
3263,No,1,None,2024-05-10,PA009,New York,Tokyo,Premium Economy,682.5
3264,No,0,Nut Free,2024-08-26,PA010,Tokyo,New York,Premium Economy,617.5
3265,No,1,Vegan,2024-08-05,PA003,London,Perth,Premium Economy,995.0
3266,No,2,Nut Free,2024-11-26,PA011,Perth,Tokyo,Premium Economy,787.5
3267,No,3,None,2024-02-25,PA005,London,Tokyo,Economy,1765.0
3269,No,3,Nut Free,2024-09-24,PA008,Perth,New York,Economy,2420.0
3271,No,2,None,2024-08-18,PA008,Perth,New York,Business Class,670.8
3276,No,0,Nut Free,2024-02-20,PA004,Perth,London,First Class,219.0
3278,No,1,None,2024-10-26,PA008,Perth,New York,Economy,1540.0
3279,No,3,Dairy Free,2024-07-11,PA004,Perth,London,Premium Economy,1120.0
3283,No,0,Dairy Free,2024-04-16,PA006,Tokyo,London,Premium Economy,1657.5
3285,No,2,Dairy Free,2024-08-06,PA012,Tokyo,Perth,Premium Economy,922.5
3286,No,3,Vegetarian,2024-06-07,PA005,London,Tokyo,Business Class,733.1999999999998
3287,No,1,Vegan,2024-02-05,PA012,Tokyo,Perth,First Class,540.0
3290,No,2,Vegetarian,2024-09-12,PA011,Perth,Tokyo,Business Class,310.8
3292,No,3,Nut Free,2024-12-27,PA009,New York,Tokyo,First Class,457.0
3295,No,3,Dairy Free,2024-10-03,PA006,Tokyo,London,Premium Economy,787.5
3297,No,1,Vegetarian,2024-01-20,PA012,Tokyo,Perth,Premium Economy,640.0
3300,No,0,Egg Free,2024-02-28,PA005,London,Tokyo,First Class,638.0
3301,No,2,Vegan,2024-09-29,PA012,Tokyo,Perth,Business Class,349.2
3302,No,0,Dairy Free,2024-12-05,PA006,Tokyo,London,Business Class,312.0
3307,No,3,Egg Free,2024-10-24,PA003,London,Perth,Premium Economy,912.5
3308,No,3,Nut Free,2024-12-02,PA004,Perth,London,Premium Economy,1227.5
3309,No,1,Dairy Free,2024-05-01,PA012,Tokyo,Perth,Premium Economy,1275.0
3311,No,0,None,2024-08-09,PA009,New York,Tokyo,Premium Economy,1137.5
3315,No,0,Egg Free,2024-11-02,PA008,Perth,New York,Premium Economy,805.0
3316,No,3,Vegetarian,2024-10-12,PA008,Perth,New York,Economy,2195.0
3320,No,2,Egg Free,2024-02-16,PA006,Tokyo,London,Economy,2350.0
3323,No,1,Dairy Free,2024-10-20,PA002,New York,London,Premium Economy,970.0
3324,No,2,Nut Free,2024-01-19,PA009,New York,Tokyo,Business Class,682.8
3325,No,1,Vegetarian,2024-09-10,PA001,London,New York,Business Class,716.4
3328,No,3,Vegetarian,2024-06-14,PA003,London,Perth,First Class,693.0
3329,No,3,Egg Free,2024-12-26,PA008,Perth,New York,Economy,1965.0
3332,No,1,Egg Free,2024-09-22,PA007,New York,Perth,Economy,2535.0
3333,No,0,None,2024-02-18,PA006,Tokyo,London,Economy,2420.0
3336,No,2,Egg Free,2024-02-02,PA012,Tokyo,Perth,Business Class,793.1999999999998
3337,No,0,Vegan,2024-04-05,PA011,Perth,Tokyo,Economy,2600.0
3338,No,2,Vegan,2024-09-11,PA001,London,New York,Economy,2145.0
3343,No,0,Vegetarian,2024-11-05,PA001,London,New York,Business Class,354.0
3346,No,3,None,2024-12-02,PA001,London,New York,First Class,524.0
3347,No,0,Vegan,2024-10-19,PA001,London,New York,Premium Economy,1492.5
3349,No,1,Vegan,2024-07-14,PA009,New York,Tokyo,Business Class,382.8
3350,No,0,Egg Free,2024-02-21,PA003,London,Perth,First Class,357.0
3353,No,3,Nut Free,2024-01-09,PA002,New York,London,Business Class,718.8
3354,No,1,Dairy Free,2024-01-13,PA001,London,New York,Premium Economy,1352.5
3355,No,2,Dairy Free,2024-05-06,PA011,Perth,Tokyo,Business Class,681.6
3356,No,2,Vegetarian,2024-12-08,PA002,New York,London,First Class,694.0
3361,No,3,Vegan,2024-01-15,PA006,Tokyo,London,Premium Economy,627.5
3366,No,2,Dairy Free,2024-03-24,PA007,New York,Perth,Premium Economy,1040.0
3367,No,0,None,2024-10-31,PA005,London,Tokyo,Premium Economy,1610.0
3369,No,0,Dairy Free,2024-04-06,PA004,Perth,London,Economy,3480.0
3370,No,3,None,2024-02-22,PA005,London,Tokyo,Premium Economy,1452.5
3372,No,0,Vegan,2024-05-15,PA001,London,New York,Business Class,289.2
3377,No,0,Nut Free,2024-07-02,PA003,London,Perth,First Class,398.0
3380,No,3,Dairy Free,2024-09-04,PA012,Tokyo,Perth,Economy,1940.0
3383,No,1,Vegan,2024-12-06,PA005,London,Tokyo,Business Class,462.0
3384,No,1,Egg Free,2024-06-07,PA012,Tokyo,Perth,Premium Economy,1472.5
3386,No,1,Nut Free,2024-04-21,PA009,New York,Tokyo,Economy,1170.0
3388,No,2,Egg Free,2024-04-02,PA012,Tokyo,Perth,Economy,2880.0
3390,No,1,Dairy Free,2024-08-01,PA002,New York,London,Business Class,744.0
3391,No,1,Egg Free,2024-07-18,PA010,Tokyo,New York,Premium Economy,1122.5
3392,No,0,Egg Free,2024-12-18,PA009,New York,Tokyo,Economy,3465.0
3395,No,2,Dairy Free,2024-11-04,PA002,New York,London,First Class,513.0
3397,No,0,Egg Free,2024-02-07,PA006,Tokyo,London,Business Class,468.0
3401,No,2,Vegetarian,2024-09-04,PA005,London,Tokyo,Economy,2530.0
3402,No,3,Vegan,2024-05-25,PA007,New York,Perth,First Class,311.0
3406,No,2,Nut Free,2024-10-19,PA009,New York,Tokyo,Business Class,265.2
3411,No,2,Vegan,2024-08-29,PA001,London,New York,Economy,3395.0
3412,No,0,Egg Free,2024-08-07,PA003,London,Perth,First Class,665.0
3414,No,1,Egg Free,2024-03-25,PA001,London,New York,First Class,279.0
3415,No,0,None,2024-01-13,PA002,New York,London,Economy,3040.0
3417,No,2,Egg Free,2024-04-02,PA009,New York,Tokyo,Economy,2830.0
3418,No,3,Egg Free,2024-12-28,PA010,Tokyo,New York,Business Class,703.1999999999999
3419,No,1,Nut Free,2024-06-26,PA008,Perth,New York,Business Class,439.2
3420,No,1,Egg Free,2024-11-24,PA001,London,New York,Premium Economy,567.5
3421,No,0,None,2024-07-20,PA012,Tokyo,Perth,First Class,677.0
3425,No,1,Nut Free,2024-12-22,PA001,London,New York,Premium Economy,1475.0
3426,No,1,Egg Free,2024-12-14,PA001,London,New York,First Class,348.0
3428,No,1,Vegetarian,2024-09-25,PA004,Perth,London,First Class,683.0
3431,No,1,Nut Free,2024-09-24,PA012,Tokyo,Perth,Premium Economy,610.0
3432,No,3,Nut Free,2024-02-21,PA002,New York,London,Business Class,273.6
3433,No,3,None,2024-04-29,PA012,Tokyo,Perth,First Class,691.0
3435,No,1,Egg Free,2024-01-08,PA010,Tokyo,New York,Business Class,438.0
3436,No,2,Vegan,2024-01-29,PA002,New York,London,Business Class,624.0
3437,No,3,Vegetarian,2024-09-09,PA003,London,Perth,First Class,259.0
3438,No,2,Nut Free,2024-08-29,PA010,Tokyo,New York,Premium Economy,1075.0
3440,No,1,Nut Free,2024-08-27,PA001,London,New York,Economy,2700.0
3441,No,3,Egg Free,2024-03-02,PA012,Tokyo,Perth,Business Class,368.4
3443,No,3,Egg Free,2024-01-19,PA011,Perth,Tokyo,Economy,2055.0
3444,No,0,Dairy Free,2024-11-06,PA009,New York,Tokyo,Premium Economy,520.0
